benchmark,pairwise_rank,method,pairwise_score,pooled_auc,pooled_rank,rank_change,separated_from_leader,leader,n_targets,n_eligible,n_entered
Binding-IDR,67,Metapredict-v2,0.369318,0.404150,55,-12,True,LIPNet,42,72,120
Binding-IDR,68,LINKER-Pred,0.366878,0.429797,45,-23,True,LIPNet,42,72,120
Binding-IDR,69,SETH-0,0.362475,0.348673,71,2,True,LIPNet,42,72,120
Binding-IDR,70,LINKER-Pred-Lite,0.354608,0.355984,70,0,True,LIPNet,42,72,120
Binding-IDR,71,AlphaFold3-pLDDT,0.349495,0.387094,61,-10,True,LIPNet,42,72,120
Binding-IDR,72,AlphaFold-pLDDT,0.330603,0.361582,68,-4,True,LIPNet,42,72,120
Linker,1,DisorderNet-Ensemble,0.891698,0.913732,2,1,False,DisorderNet-Ensemble,31,93,120
Linker,2,DisorderNet-windowed,0.879064,0.915443,1,-1,False,DisorderNet-Ensemble,31,93,120
Linker,3,DisorderNet-pbias,0.861522,0.890789,3,0,False,DisorderNet-Ensemble,31,93,120
Linker,4,LINKER-Pred2,0.858721,0.874617,4,0,False,DisorderNet-Ensemble,31,93,120
Linker,5,LINKER-Pred,0.856947,0.869951,5,0,False,DisorderNet-Ensemble,31,93,120
Linker,6,LINKER-Pred-Lite,0.829903,0.854306,6,0,False,DisorderNet-Ensemble,31,93,120
Linker,7,AlphaFold-pLDDT,0.817521,0.772633,37,30,True,DisorderNet-Ensemble,31,93,120
Linker,8,APOD,0.816666,0.843003,8,0,True,DisorderNet-Ensemble,31,93,120
Linker,9,DisorderUnetLM,0.797276,0.851229,7,-2,True,DisorderNet-Ensemble,31,93,120
Linker,10,SETH-0,0.795389,0.822095,13,3,True,DisorderNet-Ensemble,31,93,120
Linker,11,UdonPred-TriZOD,0.794814,0.768889,44,33,True,DisorderNet-Ensemble,31,93,120
Linker,12,AlphaFold3-pLDDT,0.788385,0.797130,26,14,True,DisorderNet-Ensemble,31,93,120
Linker,13,SETH-1,0.788310,0.804191,20,7,True,DisorderNet-Ensemble,31,93,120
Linker,14,PredIDR2-Seq-Art,0.773639,0.808274,17,3,True,DisorderNet-Ensemble,31,93,120
Linker,15,AlphaFold3-binding,0.767893,0.790789,29,14,True,DisorderNet-Ensemble,31,93,120
Linker,16,LMDisorder,0.766088,0.783121,31,15,True,DisorderNet-Ensemble,31,93,120
Linker,17,PredIDR2-Seq-Rnd,0.764605,0.797251,25,8,True,DisorderNet-Ensemble,31,93,120
Linker,18,AUCpred-profile,0.764134,0.822918,12,-6,True,DisorderNet-Ensemble,31,93,120
Linker,19,PUNCH2-Light,0.762918,0.790802,28,9,True,DisorderNet-Ensemble,31,93,120
Linker,20,rawMSA-disorder,0.761292,0.782257,34,14,True,DisorderNet-Ensemble,31,93,120
Linker,21,flDPnn3a,0.758891,0.841206,9,-12,True,DisorderNet-Ensemble,31,93,120
Linker,22,flDPnn3b,0.758070,0.835304,10,-12,True,DisorderNet-Ensemble,31,93,120
Linker,23,PredIDR2-Prof-Rnd,0.757467,0.804368,19,-4,True,DisorderNet-Ensemble,31,93,120
Linker,24,AlphaFold3-rsa,0.756604,0.809760,16,-8,True,DisorderNet-Ensemble,31,93,120
Linker,25,PUNCH2,0.755308,0.788082,30,5,True,DisorderNet-Ensemble,31,93,120
Linker,26,AlphaFold-rsa,0.753895,0.800128,23,-3,True,DisorderNet-Ensemble,31,93,120
Linker,27,DeepIDP-2L,0.753597,0.799879,24,-3,True,DisorderNet-Ensemble,31,93,120
Linker,28,PredIDR2-Prof-Art,0.750517,0.782326,33,5,True,DisorderNet-Ensemble,31,93,120
Linker,29,AlphaFold-binding,0.748183,0.800642,22,-7,True,DisorderNet-Ensemble,31,93,120
Linker,30,SPOT-Disorder,0.747324,0.782799,32,2,True,DisorderNet-Ensemble,31,93,120
Linker,31,RONN,0.742324,0.766833,45,14,True,DisorderNet-Ensemble,31,93,120
Linker,32,s2D-2,0.741778,0.722118,62,30,True,DisorderNet-Ensemble,31,93,120
Linker,33,DISOPRED3-diso,0.739532,0.756056,53,20,True,DisorderNet-Ensemble,31,93,120
Linker,34,Metapredict-v2,0.734593,0.770939,42,8,True,DisorderNet-Ensemble,31,93,120
Linker,35,flDPnn,0.733492,0.827416,11,-24,True,DisorderNet-Ensemble,31,93,120
Linker,36,flDPlr,0.732716,0.809972,15,-21,True,DisorderNet-Ensemble,31,93,120
Linker,37,Metapredict-v3,0.730633,0.772026,39,2,True,DisorderNet-Ensemble,31,93,120
Linker,38,UdonPred-DisProt,0.728747,0.794095,27,-11,True,DisorderNet-Ensemble,31,93,120
Linker,39,rawMSA,0.723512,0.771640,41,2,True,DisorderNet-Ensemble,31,93,120
Linker,40,UdonPred-combined,0.723045,0.817538,14,-26,True,DisorderNet-Ensemble,31,93,120
Linker,41,VSL2,0.721427,0.759286,50,9,True,DisorderNet-Ensemble,31,93,120
Linker,42,ESpritz-N,0.721419,0.760651,47,5,True,DisorderNet-Ensemble,31,93,120
Linker,43,Metapredict-v1,0.715427,0.761406,46,3,True,DisorderNet-Ensemble,31,93,120
Linker,44,NeProc2-beta-disorder,0.711300,0.773350,36,-8,True,DisorderNet-Ensemble,31,93,120
Linker,45,IsUnstruct,0.710954,0.756288,52,7,True,DisorderNet-Ensemble,31,93,120
Linker,46,flDPlr2,0.710940,0.806278,18,-28,True,DisorderNet-Ensemble,31,93,120
Linker,47,AUCpred-no-profile,0.710495,0.780201,35,-12,True,DisorderNet-Ensemble,31,93,120
Linker,48,DisoPred,0.706791,0.741965,57,9,True,DisorderNet-Ensemble,31,93,120
Linker,49,MobiDB-lite,0.705684,0.760647,48,-1,True,DisorderNet-Ensemble,31,93,120
Linker,50,flDPnn2,0.704170,0.804141,21,-29,True,DisorderNet-Ensemble,31,93,120
Linker,51,SPOT-Disorder-Single,0.699173,0.771648,40,-11,True,DisorderNet-Ensemble,31,93,120
Linker,52,ESpritz-X,0.699009,0.772105,38,-14,True,DisorderNet-Ensemble,31,93,120
Linker,53,IUPred3,0.696173,0.723621,61,8,True,DisorderNet-Ensemble,31,93,120
Linker,54,NeProc2-beta-binding,0.692425,0.750947,55,1,True,DisorderNet-Ensemble,31,93,120
Linker,55,AIUPred-2-disorder,0.687012,0.770518,43,-12,True,DisorderNet-Ensemble,31,93,120
Linker,56,DARUMA-beta,0.685698,0.752787,54,-2,True,DisorderNet-Ensemble,31,93,120
Linker,57,DRPBind-protein,0.679036,0.677811,73,16,True,DisorderNet-Ensemble,31,93,120
Linker,58,ENSHROUD-all,0.677594,0.702643,67,9,True,DisorderNet-Ensemble,31,93,120
Linker,59,DisEMBL-dis465,0.676130,0.707820,65,6,True,DisorderNet-Ensemble,31,93,120
Linker,60,DisEMBL-disHL,0.673518,0.687168,71,11,True,DisorderNet-Ensemble,31,93,120
Linker,61,ENSHROUD-protein,0.666592,0.714201,63,2,True,DisorderNet-Ensemble,31,93,120
Linker,62,pyHCA,0.650787,0.758521,51,-11,True,DisorderNet-Ensemble,31,93,120
Linker,63,AIUPred,0.648531,0.706819,66,3,True,DisorderNet-Ensemble,31,93,120
Linker,64,DRPBind-DNA,0.640336,0.759701,49,-15,True,DisorderNet-Ensemble,31,93,120
Linker,65,DisoMine,0.629606,0.712021,64,-1,True,DisorderNet-Ensemble,31,93,120
Linker,66,ENSHROUD-nucleic,0.620003,0.658220,76,10,True,DisorderNet-Ensemble,31,93,120
Linker,67,DFLpred,0.615841,0.473163,86,19,True,DisorderNet-Ensemble,31,93,120
Linker,68,DISOPRED3-bind,0.614775,0.629244,79,11,True,DisorderNet-Ensemble,31,93,120
Linker,69,DisoRDPbind-dna,0.608499,0.634642,78,9,True,DisorderNet-Ensemble,31,93,120
Linker,70,DRPBind-RNA,0.604306,0.687286,70,0,True,DisorderNet-Ensemble,31,93,120
Linker,71,DisPredict2,0.600091,0.700265,68,-3,True,DisorderNet-Ensemble,31,93,120
Linker,72,ProBiPred-nucleic,0.600011,0.564435,83,11,True,DisorderNet-Ensemble,31,93,120
Linker,73,DisoRDPbind-prot,0.586201,0.652973,77,4,True,DisorderNet-Ensemble,31,93,120
Linker,74,DeepDRPBind-RNA,0.569788,0.750706,56,-18,True,DisorderNet-Ensemble,31,93,120
Linker,75,AIUPred-2-binding,0.553607,0.670453,75,0,True,DisorderNet-Ensemble,31,93,120
Linker,76,DeepDISObind-all,0.546265,0.724718,59,-17,True,DisorderNet-Ensemble,31,93,120
Linker,77,DeepDISObind-protein,0.543100,0.723840,60,-17,True,DisorderNet-Ensemble,31,93,120
Linker,78,LIPNet,0.541993,0.472856,87,9,True,DisorderNet-Ensemble,31,93,120
Linker,79,DeepDISObind-nucleic,0.536608,0.732890,58,-21,True,DisorderNet-Ensemble,31,93,120
Linker,80,ESpritz-D,0.535414,0.679329,72,-8,True,DisorderNet-Ensemble,31,93,120
Linker,81,OPAL,0.522458,0.693660,69,-12,True,DisorderNet-Ensemble,31,93,120
Linker,82,ANCHOR2,0.517433,0.586613,81,-1,True,DisorderNet-Ensemble,31,93,120
Linker,83,DeepDRPBind-protein,0.514773,0.672427,74,-9,True,DisorderNet-Ensemble,31,93,120
Linker,84,MoRFchibi-light,0.490123,0.593475,80,-4,True,DisorderNet-Ensemble,31,93,120
Linker,85,MoRFchibi,0.470570,0.474820,85,0,True,DisorderNet-Ensemble,31,93,120
Linker,86,DeepDRPBind-DNA,0.468806,0.571295,82,-4,True,DisorderNet-Ensemble,31,93,120
Linker,87,MoRFchibi-web,0.442654,0.516495,84,-3,True,DisorderNet-Ensemble,31,93,120
Linker,88,DisoRDPbind-rna,0.427166,0.435643,88,0,True,DisorderNet-Ensemble,31,93,120
Linker,89,bindEmbed21IDR-idrNuc,0.390889,0.360079,89,0,True,DisorderNet-Ensemble,31,93,120
Linker,90,bindEmbed21IDR-rawNuc,0.386523,0.358890,90,0,True,DisorderNet-Ensemble,31,93,120
Linker,91,ProBiPred-protein,0.375251,0.286345,91,0,True,DisorderNet-Ensemble,31,93,120
Linker,92,bindEmbed21IDR-idrGeneral,0.362053,0.250312,92,0,True,DisorderNet-Ensemble,31,93,120
Linker,93,bindEmbed21IDR-rawGeneral,0.339067,0.243265,93,0,True,DisorderNet-Ensemble,31,93,120
